Date,IHSG
04/05/2016,4822.595
03/05/2016,4812.264
02/05/2016,4808.319
29/04/2016,4838.583
28/04/2016,4848.39
27/04/2016,4845.658
26/04/2016,4814.093
25/04/2016,4878.862
22/04/2016,4914.737
21/04/2016,4903.09
20/04/2016,4876.596
19/04/2016,4881.93
18/04/2016,4865.534
15/04/2016,4823.568
14/04/2016,4814.846
13/04/2016,4853.005
12/04/2016,4829.573
11/04/2016,4786.974
08/04/2016,4846.704
07/04/2016,4867.285
06/04/2016,4868.23
05/04/2016,4858.072
04/04/2016,4850.176
01/04/2016,4843.186
31/03/2016,4845.371
30/03/2016,4816.655
29/03/2016,4781.297
28/03/2016,4773.626
24/03/2016,4827.087
23/03/2016,4854.176
22/03/2016,4856.107
21/03/2016,4885.163
18/03/2016,4885.708
17/03/2016,4885.688
16/03/2016,4861.441
15/03/2016,4849.781
14/03/2016,4877.531
11/03/2016,4813.779
10/03/2016,4793.203
08/03/2016,4811.042
07/03/2016,4831.575
04/03/2016,4850.883
03/03/2016,4844.039
02/03/2016,4836.196
01/03/2016,4779.985
29/02/2016,4770.956
26/02/2016,4733.149
25/02/2016,4658.323
24/02/2016,4657.722
23/02/2016,4654.054
22/02/2016,4708.62
19/02/2016,4697.56
18/02/2016,4778.794
17/02/2016,4765.507
16/02/2016,4745.004
15/02/2016,4740.726
12/02/2016,4714.393
11/02/2016,4775.86
10/02/2016,4732.483
09/02/2016,4768.625
05/02/2016,4798.946
04/02/2016,4665.817
03/02/2016,4596.108
02/02/2016,4587.435
01/02/2016,4624.635
29/01/2016,4615.163
28/01/2016,4602.829
27/01/2016,4583.628
26/01/2016,4510.468
25/01/2016,4505.788
22/01/2016,4456.744
21/01/2016,4414.126
20/01/2016,4427.985
19/01/2016,4491.737
18/01/2016,4481.276
15/01/2016,4523.976
14/01/2016,4513.181
13/01/2016,4537.179
12/01/2016,4512.527
11/01/2016,4465.483
08/01/2016,4546.288
07/01/2016,4530.448
06/01/2016,4608.982
05/01/2016,4557.822
04/01/2016,4525.919
30/12/2015,4593.008
29/12/2015,4569.361
28/12/2015,4557.355
23/12/2015,4522.654
22/12/2015,4517.568
21/12/2015,4490.68
18/12/2015,4468.654
17/12/2015,4555.964
16/12/2015,4483.453
15/12/2015,4409.172
14/12/2015,4374.191
11/12/2015,4393.522
10/12/2015,4466.21
08/12/2015,4464.182
07/12/2015,4521.392
04/12/2015,4508.452
03/12/2015,4537.382
02/12/2015,4545.863
01/12/2015,4557.668
30/11/2015,4446.458
27/11/2015,4560.56
26/11/2015,4597.057
25/11/2015,4585.546
24/11/2015,4545.378
23/11/2015,4541.066
20/11/2015,4561.334
19/11/2015,4518.94
18/11/2015,4497.91
17/11/2015,4500.947
16/11/2015,4442.18
13/11/2015,4472.838
12/11/2015,4462.225
11/11/2015,4451.589
10/11/2015,4451.053
09/11/2015,4499.507
06/11/2015,4566.552
05/11/2015,4577.233
04/11/2015,4612.565
03/11/2015,4533.086
02/11/2015,4464.959
30/10/2015,4455.18
29/10/2015,4472.021
28/10/2015,4608.74
27/10/2015,4674.058
26/10/2015,4691.711
23/10/2015,4653.146
22/10/2015,4584.562
21/10/2015,4605.226
20/10/2015,4585.824
19/10/2015,4569.844
16/10/2015,4521.882
15/10/2015,4507.195
13/10/2015,4483.076
12/10/2015,4630.707
09/10/2015,4589.344
08/10/2015,4491.433
07/10/2015,4487.132
06/10/2015,4445.781
05/10/2015,4343.701
02/10/2015,4207.799
01/10/2015,4254.876
30/09/2015,4223.908
29/09/2015,4178.408
28/09/2015,4120.503
25/09/2015,4209.439
23/09/2015,4244.427
22/09/2015,4344.044
21/09/2015,4376.082
18/09/2015,4380.32
17/09/2015,4378.385
16/09/2015,4332.513
15/09/2015,4347.16
14/09/2015,4390.373
11/09/2015,4360.468
10/09/2015,4343.261
09/09/2015,4347.277
08/09/2015,4318.591
07/09/2015,4301.365
04/09/2015,4415.343
03/09/2015,4433.111
02/09/2015,4401.293
01/09/2015,4412.459
31/08/2015,4509.607
28/08/2015,4446.201
27/08/2015,4430.632
26/08/2015,4237.733
25/08/2015,4228.501
24/08/2015,4163.729
21/08/2015,4335.953
20/08/2015,4441.911
19/08/2015,4484.242
18/08/2015,4510.478
14/08/2015,4585.391
13/08/2015,4584.25
12/08/2015,4479.491
11/08/2015,4622.591
10/08/2015,4748.949
07/08/2015,4770.303
06/08/2015,4806.564
05/08/2015,4850.532
04/08/2015,4781.087
03/08/2015,4800.182
31/07/2015,4802.529
30/07/2015,4712.492
29/07/2015,4721.121
28/07/2015,4714.756
27/07/2015,4771.285
24/07/2015,4856.595
23/07/2015,4902.845
22/07/2015,4906.689
15/07/2015,4869.849
14/07/2015,4901.807
13/07/2015,4893.917
10/07/2015,4859.034
09/07/2015,4838.284
08/07/2015,4871.571
07/07/2015,4906.05
06/07/2015,4916.741
03/07/2015,4982.91
02/07/2015,4944.781
01/07/2015,4904.063
30/06/2015,4910.658
29/06/2015,4882.578
26/06/2015,4923.005
25/06/2015,4920.042
24/06/2015,4953.516
23/06/2015,4937.648
22/06/2015,4959.252
19/06/2015,4985.006
18/06/2015,4945.499
17/06/2015,4945.753
16/06/2015,4872.599
15/06/2015,4837.794
12/06/2015,4935.817
11/06/2015,4928.812
10/06/2015,4933.557
09/06/2015,4899.882
08/06/2015,5014.992
05/06/2015,5100.572
04/06/2015,5095.821
03/06/2015,5130.499
01/06/2015,5213.816
29/05/2015,5216.379
28/05/2015,5237.401
27/05/2015,5253.388
26/05/2015,5320.901
25/05/2015,5288.362
22/05/2015,5315.153
21/05/2015,5313.208
20/05/2015,5292.749
19/05/2015,5269.371
18/05/2015,5237.811
15/05/2015,5227.096
13/05/2015,5246.133
12/05/2015,5205.612
11/05/2015,5172.482
08/05/2015,5182.213
07/05/2015,5150.486
06/05/2015,5184.95
05/05/2015,5160.308
04/05/2015,5141.137
30/04/2015,5086.425
29/04/2015,5105.563
28/04/2015,5242.157
27/04/2015,5245.446
24/04/2015,5435.355
23/04/2015,5436.209
22/04/2015,5437.119
21/04/2015,5460.573
20/04/2015,5400.803
17/04/2015,5410.644
16/04/2015,5420.733
15/04/2015,5414.547
14/04/2015,5419.107
13/04/2015,5447.409
10/04/2015,5491.34
09/04/2015,5500.9
08/04/2015,5486.584
07/04/2015,5523.29
06/04/2015,5480.031
02/04/2015,5456.399
01/04/2015,5466.867
31/03/2015,5518.675
30/03/2015,5438.656
27/03/2015,5396.854
26/03/2015,5368.8
25/03/2015,5405.489
24/03/2015,5447.648
23/03/2015,5437.098
20/03/2015,5443.065
19/03/2015,5453.854
18/03/2015,5413.151
17/03/2015,5439.153
16/03/2015,5435.271
13/03/2015,5426.466
12/03/2015,5439.832
11/03/2015,5419.566
10/03/2015,5462.928
09/03/2015,5444.634
06/03/2015,5514.787
05/03/2015,5450.947
04/03/2015,5448.059
03/03/2015,5474.619
02/03/2015,5477.831
27/02/2015,5450.294
26/02/2015,5451.422
25/02/2015,5445.108
24/02/2015,5417.314
23/02/2015,5403.277
20/02/2015,5400.104
18/02/2015,5390.449
17/02/2015,5337.501
16/02/2015,5325.495
13/02/2015,5374.165
12/02/2015,5343.411
11/02/2015,5336.519
10/02/2015,5321.474
09/02/2015,5348.47
06/02/2015,5342.515
05/02/2015,5279.895
04/02/2015,5315.284
03/02/2015,5291.718
02/02/2015,5276.236
30/01/2015,5289.404
29/01/2015,5262.718
28/01/2015,5268.852
27/01/2015,5277.149
26/01/2015,5260.024
23/01/2015,5323.885
22/01/2015,5253.183
21/01/2015,5215.266
20/01/2015,5166.09
19/01/2015,5152.093
16/01/2015,5148.379
15/01/2015,5188.712
14/01/2015,5159.668
13/01/2015,5214.359
12/01/2015,5187.933
09/01/2015,5216.665
08/01/2015,5211.828
07/01/2015,5207.118
06/01/2015,5169.06
05/01/2015,5219.995
02/01/2015,5242.769
