Date,Price
4/9/2021,16628
4/8/2021,16828
4/7/2021,16636
4/6/2021,16740
4/1/2021,16214
3/31/2021,16068
3/30/2021,15948
3/29/2021,16216
3/26/2021,16389
3/25/2021,16152
3/24/2021,16190
3/23/2021,16149
3/22/2021,16463
3/19/2021,16299
3/18/2021,16036
3/17/2021,16071
3/16/2021,16151
3/15/2021,16214
3/12/2021,16013
3/11/2021,16239
3/10/2021,16050
3/9/2021,16082
3/8/2021,16340
3/5/2021,16425
3/4/2021,16133
3/3/2021,17417
3/2/2021,18672
3/1/2021,18682
2/26/2021,18577
2/25/2021,19202
2/24/2021,19709
2/23/2021,19352
2/22/2021,19493
2/19/2021,19588
2/18/2021,19148
2/17/2021,18760
2/16/2021,18814
2/15/2021,18623
2/12/2021,18569
2/11/2021,18620
2/10/2021,18666
2/9/2021,18370
2/8/2021,18167
2/5/2021,18029
2/4/2021,17646
2/3/2021,17645
2/2/2021,17697
2/1/2021,17860
1/29/2021,17691
1/28/2021,17800
1/27/2021,17916
1/26/2021,18057
1/25/2021,18250
1/22/2021,18269
1/21/2021,18395
1/20/2021,18222
1/19/2021,18215
1/18/2021,18056
1/15/2021,18007
1/14/2021,18281
1/13/2021,17678
1/12/2021,17668
1/11/2021,17086
1/8/2021,17667
1/7/2021,18109
1/6/2021,17773
1/5/2021,17682
1/4/2021,17404
12/31/2020,16613
12/30/2020,16779
12/29/2020,16930
12/24/2020,16993
12/23/2020,16874
12/22/2020,16614
12/21/2020,17267
12/18/2020,17484
12/17/2020,17517
12/16/2020,17411
12/15/2020,17577
12/14/2020,17590
12/11/2020,17284
12/10/2020,17430
12/9/2020,16703
12/8/2020,16398
12/7/2020,16373
12/4/2020,16399
12/3/2020,15954
12/2/2020,16000
12/1/2020,16278
11/30/2020,16033
11/27/2020,16455
11/26/2020,16272
11/25/2020,16058
11/24/2020,16242
11/23/2020,15935
11/20/2020,16151
11/19/2020,15834
11/18/2020,15809
11/17/2020,15939
11/16/2020,15894
11/13/2020,15892
11/12/2020,15936
11/11/2020,15971
11/10/2020,15903
11/9/2020,15754
11/6/2020,15362
11/5/2020,15561
11/4/2020,15346
11/3/2020,15363
11/2/2020,15160
10/30/2020,15156
10/29/2020,15532
10/28/2020,15733
10/27/2020,15906
10/26/2020,15657
10/23/2020,15712
10/22/2020,15817
10/21/2020,15886
10/20/2020,16023
10/19/2020,15684
10/16/2020,15652
10/15/2020,15422
10/14/2020,15341
10/13/2020,15040
10/12/2020,15162
10/9/2020,15221
10/8/2020,14662
10/7/2020,14604
10/6/2020,14520
10/5/2020,14644
10/2/2020,14418
10/1/2020,14343
9/30/2020,14517
9/29/2020,14456
9/28/2020,14504
9/25/2020,14264
9/24/2020,14262
9/23/2020,14431
9/22/2020,14606
9/21/2020,14541
9/18/2020,14904
9/17/2020,15084
9/16/2020,15226
9/15/2020,15198
9/14/2020,15274
9/11/2020,15094
9/10/2020,14832
9/9/2020,14921
9/8/2020,14888
9/7/2020,15186
9/4/2020,15293
9/3/2020,15095
9/2/2020,15706
9/1/2020,15534
8/28/2020,15367
8/27/2020,15191
8/26/2020,15159
8/25/2020,14976
8/24/2020,14926
8/21/2020,14691
8/20/2020,14647
8/19/2020,14725
8/18/2020,14675
8/17/2020,14599
8/14/2020,14366
8/13/2020,14101
8/12/2020,14258
8/11/2020,14350
8/10/2020,14286
8/7/2020,14380
8/6/2020,14478
8/5/2020,14419
8/4/2020,14113
8/3/2020,13945
7/31/2020,13786
7/30/2020,13726
7/29/2020,13876
7/28/2020,13660
7/27/2020,13719
7/24/2020,13656
7/23/2020,13689
7/22/2020,13136
7/21/2020,13466
7/20/2020,13236
7/17/2020,13220
7/16/2020,13459
7/15/2020,13528
7/14/2020,13585
7/13/2020,13711
7/10/2020,13515
7/9/2020,13249
7/8/2020,13493
7/7/2020,13469
7/6/2020,13336
7/3/2020,12996
7/2/2020,12947
7/1/2020,12847
6/30/2020,12805
6/29/2020,12806
6/26/2020,12684
6/25/2020,12440
6/24/2020,12547
6/23/2020,12721
6/22/2020,12647
6/19/2020,12769
6/18/2020,12894
6/17/2020,12871
6/16/2020,13024
