Date,Price
8/30/2023,156
8/29/2023,159.5
8/28/2023,159.75
8/25/2023,149.4
8/24/2023,149
8/23/2023,150
8/22/2023,150
8/21/2023,149.25
8/18/2023,149.5
8/17/2023,147
8/16/2023,147.5
8/15/2023,147.15
8/14/2023,146.5
8/11/2023,144
8/10/2023,143
8/9/2023,142.5
8/8/2023,142.5
8/7/2023,141.1
8/4/2023,137
8/3/2023,136.85
8/2/2023,133.5
8/1/2023,134.35
7/31/2023,137.3
7/28/2023,134.45
7/27/2023,134
7/26/2023,134
7/25/2023,134
7/24/2023,133.1
7/21/2023,133
7/20/2023,132
7/19/2023,132
7/18/2023,134.35
7/17/2023,131.1
7/14/2023,131.65
7/13/2023,128
7/12/2023,129.05
7/11/2023,131
7/10/2023,133.7
7/7/2023,138
7/6/2023,139.65
7/5/2023,144.8
7/4/2023,143.15
7/3/2023,148.05
6/30/2023,128.05
6/29/2023,127.9
6/28/2023,127.9
6/27/2023,127.9
6/26/2023,125.5
6/23/2023,125.5
6/22/2023,125.75
6/21/2023,124.15
6/20/2023,126.55
6/19/2023,128.35
6/16/2023,128.45
6/15/2023,135.95
6/14/2023,132
6/13/2023,132.25
6/12/2023,134
6/9/2023,135.7
6/8/2023,136.25
6/7/2023,136
6/6/2023,134.45
6/5/2023,137.75
6/2/2023,131
6/1/2023,130.15
5/31/2023,135
5/30/2023,135.1
5/29/2023,140.65
5/26/2023,160
5/25/2023,160
5/24/2023,160.25
5/23/2023,160
5/22/2023,160.35
5/19/2023,162.25
5/18/2023,159.35
5/17/2023,165.25
5/16/2023,163.8
5/15/2023,163.75
5/12/2023,164.9
5/11/2023,163
5/10/2023,166.95
5/9/2023,169
5/8/2023,169.65
5/5/2023,169.65
5/4/2023,170.65
5/3/2023,180.6
5/2/2023,187.55
5/1/2023,185.15
4/28/2023,189.7
4/27/2023,189.95
4/26/2023,190.15
4/25/2023,189.05
4/24/2023,190
4/21/2023,190.35
4/20/2023,191.75
4/19/2023,192.5
4/18/2023,188.3
4/17/2023,187
4/14/2023,188
4/13/2023,190.75
4/12/2023,194.6
4/11/2023,194.15
4/10/2023,193.75
4/6/2023,193.75
4/5/2023,198
4/4/2023,192.65
4/3/2023,200
3/31/2023,177.25
3/30/2023,176.75
3/29/2023,176.6
3/28/2023,176.5
3/27/2023,176.25
3/24/2023,175.35
3/23/2023,176.65
3/22/2023,176.55
3/21/2023,174
3/20/2023,172.25
3/17/2023,173
3/16/2023,174
3/15/2023,175
3/14/2023,180
3/13/2023,182.9
3/10/2023,185.25
3/9/2023,180
3/8/2023,179.5
3/7/2023,179.25
3/6/2023,181.75
3/3/2023,188.9
3/2/2023,193
3/1/2023,193.5
2/28/2023,192.85
2/27/2023,196.5
2/24/2023,209.2
2/23/2023,210.1
2/22/2023,209.65
2/21/2023,208.5
2/20/2023,205.65
2/17/2023,209.35
2/16/2023,214
2/15/2023,219.9
2/14/2023,219.5
2/13/2023,221
2/10/2023,226.1
2/9/2023,225.5
2/8/2023,239.35
2/7/2023,255.65
2/6/2023,252
2/3/2023,236
2/2/2023,244.65
2/1/2023,247
1/31/2023,251.75
1/30/2023,265.35
1/27/2023,358.1
1/26/2023,355.6
1/25/2023,354
1/24/2023,359.6
1/23/2023,360
1/20/2023,350.95
1/19/2023,363.5
1/18/2023,368
1/17/2023,369.25
1/16/2023,368.75
1/13/2023,370.25
1/12/2023,377.5
1/11/2023,370
1/10/2023,390.45
1/9/2023,393.85
1/6/2023,396.15
1/5/2023,397.5
1/4/2023,394.55
1/3/2023,393.1
12/30/2022,404.15
12/29/2022,404.15
12/28/2022,402.1
12/27/2022,400.5
12/23/2022,401.1
12/22/2022,400.65
12/21/2022,401.4
12/20/2022,400.05
12/19/2022,401.35
12/16/2022,403
12/15/2022,401.9
12/14/2022,404
12/13/2022,404.5
12/12/2022,400.25
12/9/2022,402.5
12/8/2022,395.5
12/7/2022,405.65
12/6/2022,408.8
12/5/2022,400.5
12/2/2022,391
12/1/2022,385
11/30/2022,398.5
11/29/2022,387.4
11/28/2022,379
11/25/2022,349.4
11/24/2022,347.35
11/23/2022,346.45
11/22/2022,347.15
11/21/2022,351
11/18/2022,343.45
11/17/2022,334.6
11/16/2022,332.55
11/15/2022,341
11/14/2022,330.35
11/11/2022,326.8
11/10/2022,324.25
11/9/2022,324.75
11/8/2022,339
11/7/2022,344.9
11/4/2022,349.5
11/3/2022,351
11/2/2022,361
11/1/2022,359
10/31/2022,356.3
10/28/2022,385.7
10/27/2022,385.6
10/26/2022,386.5
10/25/2022,388.15
10/24/2022,390
10/21/2022,390
10/20/2022,391.95
10/19/2022,391
10/18/2022,387.85
10/17/2022,392.15
10/14/2022,392.5
10/13/2022,393.5
10/12/2022,403
10/11/2022,391.15
10/10/2022,386.5
10/7/2022,385.8
10/6/2022,400
10/5/2022,396.25
10/4/2022,404
10/3/2022,401.5
9/30/2022,433.7
9/29/2022,435.75
9/28/2022,436
9/27/2022,437.65
9/26/2022,438
9/23/2022,435.2
9/22/2022,435.65
9/21/2022,444.5
9/20/2022,441.3
9/19/2022,439.05
9/16/2022,439
9/15/2022,445.5
9/14/2022,444.2
9/13/2022,439.35
9/12/2022,437.5
9/9/2022,435.25
9/8/2022,440.35
9/7/2022,439
9/6/2022,450.25
9/5/2022,457.8
9/2/2022,435
9/1/2022,427.35
8/31/2022,425
8/30/2022,414.55
8/29/2022,422.75
8/26/2022,417.4
8/25/2022,417.5
8/24/2022,412.6
8/23/2022,417.6
8/22/2022,418.35
8/19/2022,416.25
8/18/2022,413.9
8/17/2022,413.9
8/16/2022,405
8/15/2022,407.5
8/12/2022,407.65
8/11/2022,401
8/10/2022,398.65
8/9/2022,384.5
8/8/2022,371
8/5/2022,361
8/4/2022,385
8/3/2022,393.5
8/2/2022,403.5
8/1/2022,405
7/29/2022,407.9
7/28/2022,411.4
7/27/2022,411.5
7/26/2022,414
7/25/2022,410.25
7/22/2022,409.2
7/21/2022,403.4
7/20/2022,408.6
7/19/2022,399.65
7/18/2022,396.05
7/15/2022,406.55
7/14/2022,416.35
7/13/2022,430
7/12/2022,426
7/11/2022,419
7/8/2022,413.75
7/7/2022,410
7/6/2022,399.7
7/5/2022,397.6
7/4/2022,396.45
7/1/2022,388
6/30/2022,385.95
6/29/2022,380
6/28/2022,393.5
6/27/2022,392.45
6/24/2022,397
6/23/2022,397.5
6/22/2022,392
6/21/2022,390
6/20/2022,392.75
6/17/2022,389.35
6/16/2022,387.35
6/15/2022,386.35
6/14/2022,383.5
6/13/2022,390.35
6/10/2022,392.35
6/9/2022,396
6/8/2022,395.4
6/7/2022,397
6/6/2022,415.25
6/3/2022,412.5
6/2/2022,412.5
6/1/2022,412
5/31/2022,427
5/30/2022,401
5/27/2022,406.65
5/26/2022,403
5/25/2022,404.65
5/24/2022,408
5/23/2022,416
5/20/2022,417.25
5/19/2022,412.1
5/18/2022,412
5/17/2022,413.65
5/16/2022,402.5
5/13/2022,392.85
5/12/2022,391.5
5/11/2022,385.85
5/10/2022,377.45
5/9/2022,377
5/6/2022,379.5
5/5/2022,374.35
5/4/2022,360.35
5/3/2022,326.6
5/2/2022,299.8
4/29/2022,326.6
4/28/2022,326.95
4/27/2022,326.05
4/26/2022,325
4/25/2022,328.6
4/22/2022,327.1
4/21/2022,331.1
4/20/2022,326.35
4/19/2022,321
4/18/2022,309.1
4/14/2022,309.1
4/13/2022,312
4/12/2022,309.1
4/11/2022,290.65
4/8/2022,291.6
4/7/2022,281.65
4/6/2022,286.5
4/5/2022,281
4/4/2022,264
4/1/2022,258.75
3/31/2022,259
3/30/2022,260
3/29/2022,253.4
3/28/2022,259.75
3/25/2022,327.15
3/24/2022,326.65
3/23/2022,325.35
3/22/2022,328.9
3/21/2022,329.4
3/18/2022,336
3/17/2022,337.25
3/16/2022,340
3/15/2022,346
