feature,importance,covariate_set,scenario
NPL_Ratio_lag_15,0.0009459456360017243,Macro_Regional,W120_H1
M2_lag_27,0.0009408130927552532,Macro_Regional,W120_H1
GDP_lag_108,0.0009314399071877622,Macro_Regional,W120_H1
BI_Rate_lag_112,0.0009247626798697615,Macro_Regional,W120_H1
USDIDR_lag_44,0.0009239320003382607,Macro_Regional,W120_H1
CPI_lag_68,0.000923788759632784,Macro_Regional,W120_H1
US_Treasury_10Y_lag_60,0.0009232894353092694,Macro_Regional,W120_H1
CPI_lag_108,0.0009208235797756164,Macro_Regional,W120_H1
CPI_lag_36,0.0009207725901738066,Macro_Regional,W120_H1
GDP_lag_64,0.0009193767441066584,Macro_Regional,W120_H1
BI_Rate_lag_96,0.0009128545635440392,Macro_Regional,W120_H1
USDIDR_lag_19,0.000911445357972894,Macro_Regional,W120_H1
BI_Rate_lag_110,0.0009099470630973127,Macro_Regional,W120_H1
GDP_lag_100,0.0009095878594831,Macro_Regional,W120_H1
USDIDR_lag_110,0.0009088689156828463,Macro_Regional,W120_H1
GDP_lag_35,0.0009064107317271004,Macro_Regional,W120_H1
IHSG_lag_56,0.0008960232129607006,Macro_Regional,W120_H1
USDIDR_lag_72,0.0008947696628749464,Macro_Regional,W120_H1
USDIDR_lag_104,0.000893688502257374,Macro_Regional,W120_H1
USDIDR_lag_116,0.0008908515505163238,Macro_Regional,W120_H1
NPL_Ratio_lag_56,0.0008893209673887668,Macro_Regional,W120_H1
CPI_lag_24,0.0008858385081938029,Macro_Regional,W120_H1
NPL_Ratio_lag_94,0.0008855962946921533,Macro_Regional,W120_H1
NPL_Ratio_lag_116,0.0008854179940472863,Macro_Regional,W120_H1
NPL_Ratio_lag_78,0.0008829984579527932,Macro_Regional,W120_H1
GDP_lag_28,0.0008808707870956306,Macro_Regional,W120_H1
IHSG_lag_100,0.0008798159958989287,Macro_Regional,W120_H1
IHSG_lag_15,0.0008780411700177561,Macro_Regional,W120_H1
CPI_lag_10,0.0008770486229710822,Macro_Regional,W120_H1
US_Treasury_10Y_lag_40,0.0008763723834933469,Macro_Regional,W120_H1
NPL_Ratio_lag_118,0.0008740722138378288,Macro_Regional,W120_H1
CPI_lag_75,0.0008725630149727115,Macro_Regional,W120_H1
IHSG_lag_19,0.0008702517934401452,Macro_Regional,W120_H1
M2_lag_18,0.0008701677764354085,Macro_Regional,W120_H1
NPL_Ratio_lag_4,0.0008689663407181794,Macro_Regional,W120_H1
IHSG_lag_4,0.0008670876301066149,Macro_Regional,W120_H1
BI_Rate_lag_36,0.000862591759451523,Macro_Regional,W120_H1
GDP_lag_32,0.0008620375314838631,Macro_Regional,W120_H1
BI_Rate_lag_12,0.0008608058983503393,Macro_Regional,W120_H1
M2_lag_58,0.000860733984933788,Macro_Regional,W120_H1
BI_Rate_lag_80,0.0008548785234013444,Macro_Regional,W120_H1
M2_lag_26,0.0008527853973041493,Macro_Regional,W120_H1
BI_Rate_lag_18,0.0008509117025432133,Macro_Regional,W120_H1
CPI_lag_96,0.0008463703549199045,Macro_Regional,W120_H1
IHSG_lag_84,0.0008409938009612541,Macro_Regional,W120_H1
CPI_lag_52,0.0008407868566199782,Macro_Regional,W120_H1
USDIDR_lag_77,0.0008337204575502531,Macro_Regional,W120_H1
IHSG_lag_54,0.0008327245655065337,Macro_Regional,W120_H1
STI_lag_4,0.000832197981692857,Macro_Regional,W120_H1
USDIDR_lag_2,0.0008314188733037926,Macro_Regional,W120_H1
NPL_Ratio_lag_26,0.0008266468302546972,Macro_Regional,W120_H1
CPI_lag_28,0.0008260098543840959,Macro_Regional,W120_H1
BI_Rate_lag_20,0.0008240520205048778,Macro_Regional,W120_H1
BI_Rate_lag_120,0.0008216764774358033,Macro_Regional,W120_H1
US_Treasury_10Y_lag_112,0.0008206294843607612,Macro_Regional,W120_H1
BI_Rate_lag_90,0.0008169737176576609,Macro_Regional,W120_H1
USDIDR_lag_80,0.0008166418345780562,Macro_Regional,W120_H1
US_Treasury_10Y_lag_38,0.0008161564014965821,Macro_Regional,W120_H1
CPI_lag_79,0.00081503174871871,Macro_Regional,W120_H1
M2_lag_36,0.0008145628689468297,Macro_Regional,W120_H1
NPL_Ratio_lag_18,0.0008137894511240165,Macro_Regional,W120_H1
USDIDR_lag_4,0.0008128783284396894,Macro_Regional,W120_H1
USDIDR_lag_28,0.0008114713400170935,Macro_Regional,W120_H1
IHSG_lag_61,0.0008091707193039456,Macro_Regional,W120_H1
USDIDR_lag_88,0.0008074695441280158,Macro_Regional,W120_H1
IHSG_lag_40,0.0008037090611578877,Macro_Regional,W120_H1
USDIDR_lag_34,0.0008033377555467163,Macro_Regional,W120_H1
GDP_lag_74,0.0008025348888228145,Macro_Regional,W120_H1
CPI_lag_4,0.0008024300849093299,Macro_Regional,W120_H1
IHSG_lag_97,0.0008022452137172682,Macro_Regional,W120_H1
M2_lag_20,0.0007958593167268994,Macro_Regional,W120_H1
IHSG_lag_74,0.0007952630391226387,Macro_Regional,W120_H1
USDIDR_lag_118,0.000793968961550201,Macro_Regional,W120_H1
CPI_lag_106,0.0007935875466610565,Macro_Regional,W120_H1
IHSG_lag_6,0.000788965949686512,Macro_Regional,W120_H1
BI_Rate_lag_24,0.0007837911443101472,Macro_Regional,W120_H1
GDP_lag_4,0.0007833252977535695,Macro_Regional,W120_H1
