Date,IHSG,STI,Gold,Coal,Copper,Silver,Tin,Nickel
2020-02-18,5886.962,3196.63,1601.61,68.4,5773.0,18.173,16500,12820
2020-02-19,5928.791,3213.71,1611.7,68.2,5770.0,18.432,16525,12830
2020-02-20,5942.487,3198.68,1619.56,68.6,5728.0,18.3655,16575,12670
2020-02-21,5882.255,3181.03,1643.41,67.9,5765.0,18.489,16630,12530
2020-02-24,5807.05,3142.2,1659.38,68.0,5689.0,18.6345,16550,12430
2020-02-25,5787.138,3158.24,1635.14,67.9,5685.0,18.001,16725,12450
2020-02-26,5688.921,3117.52,1640.96,67.75,5670.0,17.9207,16680,12550
2020-02-27,5535.694,3111.7,1645.01,67.9,5616.0,17.775,16345,12375
2020-02-28,5452.704,3011.08,1585.69,67.4,5635.0,16.665,16290,12255
2020-03-02,5361.246,3007.72,1589.44,66.35,5700.0,16.7347,16625,12700
2020-03-03,5518.628,3019.56,1640.9,66.2,5666.5,17.2185,16750,12685
2020-03-04,5650.136,3025.03,1636.93,65.75,5684.0,17.216,16925,12680
2020-03-05,5638.13,3018.27,1672.23,66.4,5674.0,17.435,17025,12890
2020-03-06,5498.54,2960.98,1673.83,65.9,5607.0,17.3484,16875,12840
2020-03-09,5136.809,2782.37,1680.47,65.15,5535.0,17.0165,16700,12650
2020-03-10,5220.826,2832.54,1649.4,65.3,5566.0,16.8937,16875,12680
2020-03-11,5154.105,2783.72,1635.04,65.65,5529.0,16.7545,16700,12420
2020-03-12,4895.748,2678.64,1576.15,65.4,5440.0,15.8217,16100,11830
2020-03-13,4907.571,2634.0,1529.83,65.8,5460.0,14.7206,15950,12320
2020-03-16,4690.657,2495.77,1514.1,65.55,5290.5,12.9108,15300,11935
2020-03-17,4456.749,2454.53,1528.3,66.05,5144.0,12.6152,14250,11780
2020-03-18,4330.674,2425.62,1486.05,66.1,4745.0,11.981,13575,11395
2020-03-19,4105.422,2311.0,1471.24,66.15,4825.0,12.1182,13900,11250
2020-03-20,4194.944,2410.74,1498.65,66.3,4810.0,12.6173,13950,11225
2020-03-23,3989.517,2233.48,1553.23,66.05,4630.0,13.265,13250,10880
2020-03-24,3937.632,2362.05,1632.32,66.5,4814.0,14.2808,13400,11258
2020-03-26,4338.904,2487.56,1631.34,66.5,4804.0,14.4055,14268,11211
2020-03-27,4545.571,2528.76,1628.16,66.65,4790.5,14.4683,14260,11355
2020-03-30,4414.5,2416.24,1622.51,69.0,4769.5,14.0487,14500,11320
2020-03-31,4538.93,2481.23,1577.18,67.85,4951.0,13.974,14602,11484
2020-04-01,4466.037,2440.27,1591.51,66.7,4800.0,13.9625,14345,11261
2020-04-02,4531.685,2453.03,1613.99,66.2,4897.0,14.4888,14375,11313
2020-04-03,4623.429,2389.29,1620.81,66.05,4839.5,14.3881,14123,11239
2020-04-06,4811.827,2470.59,1660.97,64.15,4884.0,15.0037,14280,11289
2020-04-07,4778.639,2571.89,1647.72,63.8,5040.0,15.0209,14621,11471
2020-04-08,4626.695,2539.44,1646.14,62.65,5002.5,14.9601,14397,11507
2020-04-09,4649.079,2571.32,1683.73,63.6,5019.5,15.4325,14958,11672
2020-04-14,4706.491,2634.57,1726.97,62.75,5163.0,15.7519,15457,11889
2020-04-15,4625.905,2605.56,1717.03,62.25,5111.5,15.4635,15093,11773
2020-04-16,4480.607,2612.25,1717.7,61.9,5140.0,15.4965,14960,11764
2020-04-17,4634.821,2614.6,1682.82,62.0,5211.0,15.178,15070,12042
2020-04-20,4575.905,2597.85,1695.65,61.5,5183.5,15.317,15215,12514
2020-04-21,4501.919,2551.92,1686.2,61.25,5030.0,14.8865,14760,12197
2020-04-22,4567.562,2550.04,1714.08,61.15,5131.5,15.097,14860,12015
2020-04-23,4593.554,2542.37,1730.51,60.95,5160.5,15.2554,15000,12169
2020-04-24,4496.064,2518.16,1729.6,61.1,5139.5,15.2535,14890,12246
2020-04-27,4513.141,2549.4,1713.99,50.5,5197.0,15.2089,15460,12244
2020-04-28,4529.554,2562.95,1707.79,51.25,5223.0,15.1654,15345,12294
2020-04-29,4567.323,2574.73,1713.41,51.25,5261.0,15.2964,15305,12315
2020-04-30,4716.403,2624.23,1686.5,52.35,5188.5,14.9697,15197,12192
2020-05-04,4605.487,2563.69,1702.07,50.6,5123.0,14.7781,15085,11812
2020-05-05,4630.133,2572.36,1705.92,50.5,5158.0,14.9637,15200,12002
2020-05-06,4608.79,2591.6,1685.71,51.2,5198.0,14.8528,15200,12303
2020-05-11,4639.105,2611.31,1697.93,51.7,5257.0,15.4901,15240,12354
2020-05-12,4588.734,2587.81,1702.7,52.0,5256.5,15.449,15220,12324
2020-05-13,4554.359,2572.01,1716.28,52.4,5224.0,15.5813,15170,12254
2020-05-14,4513.834,2522.31,1730.3,51.75,5202.0,15.8734,15030,12072
2020-05-15,4507.607,2523.55,1743.67,50.95,5181.5,16.6109,14965,11855
2020-05-18,4511.058,2539.28,1732.55,51.4,5317.5,16.966,15282,12250
2020-05-19,4548.656,2581.33,1745.05,51.8,5355.0,17.3495,15360,12453
2020-05-20,4545.952,2561.94,1748.18,52.05,5442.5,17.5567,15459,12667
2020-05-26,4626.799,2530.3,1710.58,52.4,5362.0,17.1349,15429,12341
2020-05-27,4641.555,2519.48,1709.47,52.5,5259.5,17.2601,15300,12116
2020-05-28,4716.185,2515.24,1718.33,52.25,5332.5,17.371,15515,12246
2020-05-29,4753.612,2510.75,1730.27,52.0,5376.5,17.8655,15405,12324
2020-06-02,4847.507,2611.63,1727.7,55.55,5528.5,18.068,16009,12853
2020-06-03,4941.006,2700.39,1699.67,55.8,5524.5,17.652,16001,12867
2020-06-04,4916.704,2707.2,1714.01,55.2,5533.0,17.7109,16070,12773
2020-06-05,4947.782,2751.5,1685.06,55.6,5690.0,17.415,16550,12991
2020-06-08,5070.561,2796.97,1698.53,54.85,5699.5,17.774,16665,13064
2020-06-09,5035.055,2794.17,1715.33,53.7,5774.0,17.5337,16922,12913
2020-06-10,4920.682,2800.57,1738.7,53.05,5907.0,18.114,17190,13007
2020-06-11,4854.754,2704.21,1727.7,52.9,5764.5,17.6515,16918,12656
2020-06-12,4880.359,2684.63,1730.75,53.0,5784.5,17.4916,17120,12665
2020-06-15,4816.336,2613.88,1725.16,53.4,5707.5,17.3828,16845,12741
2020-06-16,4986.458,2666.85,1726.53,53.35,5728.5,17.4569,16920,13024
2020-06-17,4987.776,2669.62,1726.95,53.35,5770.0,17.505,16990,12871
2020-06-18,4925.248,2665.66,1722.93,52.95,5805.0,17.383,16885,12894
2020-06-19,4942.275,2634.83,1743.87,53.1,5849.5,17.6245,16885,12769
2020-06-22,4918.831,2629.69,1754.43,53.1,5880.5,17.712,16859,12647
2020-06-23,4879.133,2634.92,1768.41,53.0,5905.0,17.9449,16896,12721
2020-06-24,4964.735,2628.62,1761.17,52.85,5865.0,17.5011,16655,12547
2020-06-25,4896.73,2590.15,1763.79,53.25,5893.0,17.8025,16580,12440
2020-06-26,4904.088,2604.51,1771.29,53.5,5957.0,17.805,16815,12684
2020-06-29,4901.818,2574.1,1772.82,52.7,5961.5,17.8581,16775,12806
2020-06-30,4905.392,2589.91,1780.96,52.15,6015.0,18.207,16722,12805
2020-07-01,4914.388,2610.17,1770.09,51.6,6061.0,18.0119,16750,12847
2020-07-02,4966.78,2636.69,1775.38,52.6,6073.0,17.9566,16830,12947
2020-07-03,4973.794,2652.94,1775.95,52.45,6017.0,18.0214,16840,12996
2020-07-06,4988.866,2689.61,1784.68,52.65,6128.5,18.2727,17010,13336
2020-07-07,4987.082,2661.42,1794.86,53.0,6188.0,18.2726,16970,13469
2020-07-08,5076.174,2669.49,1808.89,52.55,6232.0,18.7204,17075,13493
2020-07-09,5052.794,2652.65,1803.55,52.4,6300.0,18.6505,17340,13249
2020-07-13,5064.447,2631.08,1802.76,52.2,6571.0,19.0751,17435,13711
2020-07-14,5079.122,2620.19,1809.36,52.5,6498.5,19.2164,17310,13585
2020-07-15,5075.798,2648.9,1810.29,52.6,6386.0,19.4168,17280,13528
2020-07-16,5098.374,2623.67,1797.16,52.35,6436.5,19.156,17370,13459
2020-07-17,5079.585,2618.48,1810.42,52.2,6448.0,19.3274,17330,13220
2020-07-20,5051.106,2616.3,1817.77,52.0,6487.5,19.9084,17360,13236
2020-07-21,5114.709,2629.45,1841.91,52.05,6534.5,21.3037,17565,13466
2020-07-22,5110.187,2594.53,1871.41,52.1,6486.0,22.996,17581,13136
2020-07-23,5145.011,2612.35,1887.44,51.95,6544.5,22.59,17813,13689
2020-07-24,5082.991,2579.51,1902.02,52.0,6415.0,22.7664,17657,13656
2020-07-27,5116.666,2575.79,1942.24,52.25,6420.5,24.5882,18035,13719
2020-07-28,5112.989,2582.97,1958.43,51.8,6477.0,24.402,17993,13660
2020-07-29,5111.113,2573.45,1970.79,51.8,6474.0,24.309,17930,13876
2020-07-30,5149.627,2529.82,1956.64,51.9,6430.5,23.4975,17805,13726
2020-08-03,5006.223,2484.91,1976.98,52.6,6490.0,24.2996,18013,13945
2020-08-04,5075.002,2515.7,2019.21,52.45,6453.0,26.006,17770,14113
2020-08-05,5127.051,2532.69,2038.12,51.6,6494.5,26.9588,17885,14419
2020-08-06,5178.272,2559.1,2063.54,50.2,6478.5,28.9215,17840,14478
2020-08-07,5143.893,2545.51,2035.55,51.2,6308.0,28.3009,17771,14380
2020-08-11,5190.166,2544.15,1911.89,49.9,6386.0,24.7931,17690,14350
2020-08-12,5233.452,2563.2,1915.83,49.5,6432.5,25.512,17580,14258
2020-08-13,5239.25,2595.97,1953.71,49.9,6256.0,27.505,17500,14101
2020-08-14,5247.69,2581.32,1945.12,50.4,6366.5,26.4463,17600,14366
2020-08-18,5295.174,2563.09,2002.44,50.45,6567.5,27.6715,17600,14675
2020-08-19,5272.81,2561.04,1928.98,50.25,6685.0,26.7005,17640,14725
2020-08-24,5277.041,2538.61,1928.88,49.7,6516.0,26.605,17310,14926
2020-08-25,5338.888,2559.03,1928.18,49.75,6529.0,26.5342,17360,14976
2020-08-26,5340.328,2542.08,1954.46,49.7,6594.0,27.4998,17550,15159
2020-08-27,5371.472,2519.81,1929.54,49.8,6621.0,27.0161,17810,15191
2020-08-28,5346.659,2539.63,1964.83,49.75,6667.0,27.503,17850,15367
2020-09-01,5310.679,2538.55,1970.18,51.4,6687.5,28.111,18186,15534
2020-09-02,5311.97,2539.94,1942.92,50.6,6697.0,27.4475,18348,15706
2020-09-03,5280.813,2531.79,1930.91,49.7,6563.5,26.586,18225,15095
2020-09-04,5239.851,2509.64,1933.94,49.0,6710.0,26.9105,18250,15293
2020-09-07,5230.196,2511.21,1933.64,48.5,6789.0,26.8322,18330,15186
2020-09-08,5244.072,2504.76,1932.03,48.75,6668.0,26.6705,18046,14888
2020-09-09,5149.376,2499.33,1946.84,48.8,6734.0,26.9798,18015,14921
2020-09-10,4891.461,2492.09,1946.09,49.75,6668.5,26.8771,18000,14832
2020-09-11,5016.712,2490.09,1940.55,50.75,6739.0,26.73,18102,15094
2020-09-14,5161.828,2482.55,1956.86,50.75,6796.0,27.1231,18155,15274
2020-09-15,5100.865,2485.83,1954.15,51.0,6761.5,27.138,18209,15198
2020-09-16,5058.482,2505.15,1959.26,51.5,6777.0,27.1595,18275,15226
2020-09-17,5038.401,2500.78,1944.44,51.9,6780.5,27.0364,18190,15084
2020-09-18,5059.223,2497.71,1950.86,52.05,6812.5,26.7845,18115,14904
2020-09-21,4999.36,2485.71,1912.51,52.45,6691.5,24.7156,18100,14541
2020-09-22,4934.093,2463.29,1900.21,52.7,6780.0,24.399,18250,14606
2020-09-23,4917.955,2481.14,1863.34,52.75,6604.5,22.7784,17850,14431
2020-09-24,4842.756,2450.82,1868.07,52.8,6523.5,23.1475,17281,14262
2020-09-25,4945.791,2472.28,1861.58,52.8,6545.0,22.8885,17185,14264
2020-09-28,4906.548,2483.01,1881.48,59.0,6572.0,23.6753,17344,14504
2020-09-29,4879.098,2471.61,1898.07,58.65,6579.0,24.189,17459,14456
2020-09-30,4870.039,2466.62,1885.82,58.6,6672.0,23.2352,17494,14517
2020-10-01,4970.094,2500.74,1906.01,58.6,6387.0,23.7929,17302,14343
2020-10-02,4926.734,2496.11,1899.84,57.55,6553.0,23.7361,17815,14418
2020-10-05,4958.769,2517.23,1913.53,58.1,6528.5,24.38,18070,14644
2020-10-06,4999.221,2529.26,1878.18,58.1,6530.0,23.0675,18180,14520
2020-10-07,5004.327,2538.36,1887.42,58.0,6679.0,23.8029,18110,14604
2020-10-08,5039.142,2543.11,1893.82,58.0,6683.0,23.8382,18137,14662
2020-10-09,5053.663,2532.96,1930.4,57.4,6763.0,25.1539,18270,15221
2020-10-12,5093.099,2552.42,1922.77,56.85,6737.5,25.103,18245,15162
2020-10-13,5132.572,2567.65,1891.36,54.7,6692.0,24.1385,18255,15040
2020-10-14,5176.099,2555.59,1901.52,55.4,6716.0,24.2653,18300,15341
2020-10-15,5105.15,2523.62,1908.71,55.7,6749.0,24.3018,18355,15422
2020-10-16,5103.414,2533.02,1899.29,56.3,6740.0,24.1577,18320,15652
2020-10-19,5126.33,2543.57,1904.08,57.3,6779.5,24.3889,18640,15684
2020-10-20,5099.84,2528.64,1906.95,57.8,6899.0,24.6418,18670,16023
2020-10-21,5096.446,2525.61,1924.33,57.75,6991.5,25.0472,18745,15886
2020-10-22,5091.816,2528.41,1904.11,58.0,6922.5,24.7088,18685,15817
2020-10-23,5112.188,2537.39,1902.05,58.0,6867.5,24.607,18405,15712
2020-10-26,5144.049,2523.31,1902.08,58.0,6781.0,24.2802,18050,15657
2020-10-27,5128.225,2512.87,1907.99,58.15,6798.0,24.373,18072,15906
2020-11-02,5115.128,2443.13,1895.48,59.9,6762.0,24.089,17770,15160
2020-11-03,5159.452,2497.22,1909.17,60.55,6816.0,24.2258,18075,15363
2020-11-04,5105.199,2515.98,1902.92,60.6,6837.5,23.9011,18190,15346
2020-11-05,5260.326,2588.62,1949.66,61.45,6852.5,25.374,18240,15561
2020-11-06,5335.529,2578.68,1951.35,61.65,6946.5,25.612,18360,15362
2020-11-09,5356.005,2609.36,1863.04,62.05,6916.0,24.106,18285,15754
2020-11-10,5462.739,2705.0,1877.32,62.3,6932.0,24.234,18280,15903
2020-11-11,5509.513,2713.28,1865.73,62.3,6885.0,24.2778,18200,15971
2020-11-12,5458.602,2711.9,1876.83,62.3,6934.0,24.2818,18300,15936
2020-11-13,5461.058,2711.39,1889.2,62.25,6982.5,24.67,18400,15892
2020-11-16,5494.872,2748.0,1888.95,62.3,7108.0,24.7705,18755,15894
2020-11-17,5529.94,2778.55,1880.38,62.4,7068.0,24.491,19025,15939
2020-11-18,5557.518,2788.59,1872.24,62.45,7088.5,24.3365,18845,15809
2020-11-19,5594.059,2777.0,1866.54,62.65,7093.0,24.0519,18730,15834
2020-11-20,5571.656,2813.01,1870.99,63.35,7277.5,24.1759,18795,16151
2020-11-23,5652.764,2848.78,1837.86,63.4,7177.5,23.5957,18640,15935
2020-11-24,5701.029,2891.63,1807.59,63.5,7293.0,23.269,18693,16242
2020-11-25,5679.247,2869.55,1807.56,63.75,7300.0,23.3568,18736,16058
2020-11-26,5759.916,2857.48,1815.8,63.85,7402.5,23.4193,18810,16272
2020-11-27,5783.335,2855.82,1787.79,63.9,7499.5,22.5739,18911,16455
2020-11-30,5612.415,2805.95,1776.95,70.3,7580.0,22.644,18621,16033
2020-12-01,5724.742,2814.12,1815.24,70.05,7694.5,24.0021,18895,16278
2020-12-02,5813.987,2810.95,1831.28,71.4,7673.0,24.1028,18790,16000
2020-12-03,5822.942,2822.34,1841.08,73.55,7674.5,24.065,18895,15954
2020-12-04,5810.483,2839.89,1838.86,74.25,7760.5,24.185,18955,16399
2020-12-07,5930.759,2825.51,1862.73,76.3,7710.0,24.4851,19120,16373
2020-12-08,5944.409,2825.63,1870.56,75.95,7699.0,24.554,19175,16398
2020-12-10,5933.698,2824.96,1836.57,77.5,7878.0,24.0014,19465,17430
2020-12-11,5938.329,2821.7,1839.85,77.7,7772.5,23.9505,19425,17284
2020-12-14,6012.516,2858.14,1827.35,78.75,7751.0,23.8388,19750,17590
2020-12-15,6010.128,2856.72,1853.64,79.5,7782.5,24.4945,19695,17577
2020-12-16,6118.402,2872.8,1864.8,79.25,7836.0,25.3279,19925,17411
2020-12-17,6113.382,2858.02,1885.42,79.5,7920.0,26.0624,20000,17517
2020-12-18,6104.324,2848.98,1881.35,80.0,7985.0,25.8112,20059,17484
2020-12-21,6165.624,2846.52,1876.89,79.85,7846.5,26.1697,19950,17267
2020-12-22,6023.289,2827.32,1860.84,80.0,7746.5,25.1869,20000,16614
2020-12-23,6008.709,2833.4,1872.89,79.85,7843.5,25.542,20033,16874
2020-12-29,6036.174,2848.14,1878.18,84.2,7859.5,26.2125,20386,16930
2020-12-30,5979.073,2869.22,1894.39,81.6,7847.5,26.6669,20335,16779
2021-01-04,6104.898,2858.9,1942.9,81.2,7860.5,27.235,21049,17404
2021-01-05,6137.343,2859.68,1950.01,80.35,8002.0,27.5525,21185,17682
2021-01-06,6065.682,2863.01,1918.61,79.45,8037.5,27.29,21105,17773
2021-01-07,6153.633,2906.97,1913.95,81.05,8179.0,27.1407,21110,18109
2021-01-08,6257.835,2993.19,1849.01,84.3,8131.0,25.4234,21000,17667
2021-01-11,6382.937,2983.9,1843.89,84.5,7864.0,24.9125,20700,17086
2021-01-12,6395.669,2977.17,1854.77,86.5,7975.5,25.5597,20925,17668
2021-01-13,6435.205,2977.51,1845.51,87.3,8009.0,25.2225,21035,17678
2021-01-14,6428.315,3000.0,1846.53,87.25,8048.5,25.5192,21007,18281
2021-01-15,6373.412,3004.87,1828.45,87.4,7949.0,24.7693,21100,18007
2021-01-18,6389.834,2990.4,1841.26,86.4,7971.5,25.3544,21235,18056
2021-01-19,6321.856,2995.92,1840.28,85.0,7954.0,25.2249,21165,18215
2021-01-20,6429.758,2998.77,1871.84,85.5,8044.5,25.8425,21633,18222
2021-01-21,6413.892,3017.15,1870.02,85.5,8021.5,25.9365,22001,18395
2021-01-22,6307.127,2991.53,1855.61,85.9,7997.5,25.4935,21960,18269
2021-01-25,6258.572,2973.65,1855.93,85.95,7969.0,25.3475,22450,18250
2021-01-26,6140.171,2945.52,1850.92,86.0,8008.5,25.4699,22850,18057
2021-01-27,6109.168,2958.63,1843.98,86.2,7825.0,25.2666,22805,17916
2021-01-28,5979.387,2920.3,1843.17,86.3,7873.0,26.5025,22995,17800
2021-01-29,5862.352,2902.52,1847.65,86.2,7856.0,26.9872,22779,17691
2021-02-01,6067.545,2896.32,1860.78,85.65,7798.5,29.0515,23103,17860
2021-02-02,6043.841,2917.29,1838.03,85.0,7777.0,26.6814,22990,17697
2021-02-03,6077.745,2927.47,1834.04,83.75,7842.5,26.8915,22940,17645
2021-02-04,6107.216,2905.58,1794.03,84.4,7823.0,26.3516,22825,17646
2021-02-05,6151.729,2907.11,1814.11,86.65,7912.5,26.9205,23123,18029
2021-02-08,6208.866,2931.4,1830.81,87.5,8037.0,27.2725,23069,18167
2021-02-09,6181.672,2935.27,1838.32,87.3,8147.5,27.2674,23195,18370
2021-02-10,6201.828,2925.84,1842.89,87.6,8299.5,27.0266,23325,18666
2021-02-11,6222.521,2925.48,1825.51,87.4,8280.5,26.9824,23300,18620
2021-02-15,6270.324,2931.52,1818.86,87.05,8393.5,27.6176,24385,18623
2021-02-16,6292.396,2935.34,1794.47,86.55,8405.5,27.243,24250,18814
2021-02-17,6227.728,2920.43,1776.13,86.0,8390.0,27.3829,24570,18760
2021-02-18,6200.308,2908.85,1775.67,85.75,8553.0,27.0333,24925,19148
2021-02-19,6231.932,2880.64,1784.25,86.0,8909.5,27.2899,26215,19588
2021-02-22,6255.312,2881.21,1809.67,85.75,9097.0,28.1379,26615,19493
2021-02-23,6272.807,2890.7,1805.73,85.5,9206.5,27.6737,26520,19352
2021-02-24,6251.054,2924.58,1805.06,85.5,9308.5,27.9528,26700,19709
2021-02-25,6289.646,2973.54,1770.56,85.5,9412.5,27.4258,26840,19202
2021-02-26,6241.796,2949.04,1734.04,85.1,9077.0,26.6677,25664,18577
2021-03-01,6338.513,2973.0,1725.04,85.6,9044.0,26.571,23460,18682
2021-03-02,6359.205,2973.87,1738.36,87.5,9170.5,26.7633,24300,18672
2021-03-03,6376.757,3000.37,1711.23,87.95,9101.5,26.0955,24100,17417
2021-03-04,6290.799,3014.78,1697.52,87.5,8907.5,25.3548,23575,16133
2021-03-05,6258.749,3013.85,1700.64,87.75,8895.5,25.2463,24444,16425
2021-03-08,6248.465,3071.16,1683.54,88.0,8998.5,25.1275,24325,16340
2021-03-09,6199.647,3108.53,1716.1,88.5,8779.5,25.936,24435,16082
2021-03-10,6264.679,3079.72,1726.71,89.0,8861.5,26.2127,25125,16050
2021-03-12,6358.209,3095.22,1727.11,90.0,9085.0,25.9187,25600,16013
2021-03-15,6324.259,3106.0,1731.67,90.5,9144.5,26.2422,25310,16214
2021-03-16,6309.699,3105.51,1731.4,90.5,8960.5,25.9354,25000,16151
2021-03-17,6277.228,3109.65,1745.33,90.75,9065.5,26.3165,25740,16071
2021-03-18,6347.829,3137.66,1736.42,91.0,9055.5,26.0718,25835,16036
2021-03-19,6356.16,3134.54,1745.23,92.75,9057.0,26.2461,25675,16299
2021-03-22,6301.131,3128.08,1739.03,94.0,9108.5,25.7505,25800,16463
2021-03-23,6252.712,3131.74,1727.07,94.5,8980.0,25.0608,25910,16149
2021-03-24,6156.14,3133.31,1734.69,94.5,8977.5,25.0948,25315,16190
2021-03-25,6122.876,3141.71,1726.93,94.5,8779.5,25.0615,25200,16152
2021-03-26,6195.562,3157.95,1732.52,93.95,8962.0,25.0605,25575,16389
2021-03-29,6166.818,3175.57,1712.2,93.0,8865.0,24.6556,25350,16216
2021-03-30,6071.442,3190.89,1685.2,93.85,8773.5,24.0293,25310,15948
2021-03-31,5985.522,3165.34,1707.71,96.25,8785.5,24.4172,25388,16068
2021-04-01,6011.456,3181.68,1729.31,96.5,8790.0,24.971,25123,16214
2021-04-06,6002.77,3207.63,1743.27,94.85,9047.0,25.1617,25815,16740
2021-04-07,6036.616,3195.76,1737.72,94.7,8915.5,25.1482,25790,16636
2021-04-08,6071.724,3186.4,1755.84,93.8,9008.0,25.4587,25795,16828
2021-04-09,6070.209,3184.54,1743.88,93.1,8926.5,25.2655,25755,16628
2021-04-12,5948.569,3173.93,1732.76,93.3,8861.0,24.8165,25567,16134
2021-04-13,5927.435,3187.9,1745.51,93.45,8899.5,25.3475,25645,16161
2021-04-14,6050.276,3179.39,1736.43,93.4,9074.5,25.4217,26217,16378
2021-04-15,6079.501,3184.77,1763.95,93.5,9284.0,25.85,26359,16364
2021-04-16,6086.258,3201.76,1776.51,94.3,9211.0,25.967,26616,16363
2021-04-19,6052.54,3209.72,1771.43,94.35,9376.0,25.8232,26718,16121
2021-04-20,6038.322,3192.17,1778.75,94.0,9322.0,25.841,26822,16038
2021-04-21,5993.242,3155.06,1793.79,93.75,9445.0,26.5538,26939,16199
2021-04-22,5994.184,3187.78,1783.94,93.95,9401.0,26.1458,26785,16063
2021-04-23,6016.864,3194.04,1777.2,93.0,9551.5,26.0054,26780,16395
2021-04-26,5964.821,3204.9,1781.38,93.1,9751.0,26.225,27050,16666
2021-04-27,5959.621,3214.43,1776.6,93.1,9855.5,26.2682,27150,16963
2021-04-28,5974.479,3219.56,1781.68,92.9,9876.0,26.2028,28539,17429
2021-04-29,6012.961,3221.58,1772.18,92.9,9885.0,26.0974,28475,17257
2021-04-30,5995.616,3218.27,1769.13,93.3,9825.0,25.9169,28690,17674
2021-05-04,5963.82,3179.13,1779.06,93.0,9966.0,26.509,28990,17669
2021-05-05,5975.911,3153.59,1786.87,93.8,9949.5,26.4895,29686,17896
2021-05-06,5970.24,3173.0,1815.22,96.05,10092.0,27.3105,30125,17937
2021-05-07,5928.309,3200.26,1831.24,96.15,10417.0,27.4495,29815,18082
2021-05-10,5975.787,3182.41,1836.07,97.6,10382.0,27.3085,29770,17762
2021-05-11,5938.351,3144.27,1837.47,98.7,10460.0,27.624,29842,17936
2021-05-17,5833.86,3079.69,1866.9,98.35,10373.0,28.1715,29895,17911
2021-05-18,5834.394,3142.63,1869.44,99.1,10405.0,28.185,30455,17968
2021-05-19,5760.584,3104.21,1869.62,99.1,10001.5,27.7366,29615,17322
2021-05-20,5797.597,3109.81,1877.21,99.75,10048.0,27.7555,29750,17148
2021-05-21,5773.12,3117.89,1881.25,101.0,9881.5,27.5645,29530,16791
2021-05-24,5763.632,3123.61,1881.02,103.25,9947.0,27.7695,29465,17118
2021-05-25,5815.84,3146.09,1899.25,105.0,9918.0,27.9987,29469,17040
2021-05-27,5841.828,3164.82,1896.54,105.5,10221.0,27.844,29910,17898
2021-05-28,5848.616,3178.5,1903.77,106.0,10258.0,27.9352,30740,18113
2021-06-02,6031.578,3161.04,1908.38,119.95,10147.5,28.1719,30845,18236
2021-06-03,6091.513,3165.0,1870.76,119.0,9788.5,27.4316,29986,17891
2021-06-04,6065.166,3151.04,1891.59,119.75,9955.0,27.7933,30865,18020
2021-06-07,6069.935,3175.81,1899.21,121.6,9900.5,27.8897,30525,17892
2021-06-08,5999.369,3167.14,1892.89,122.75,9964.0,27.618,31223,17942
2021-06-09,6047.475,3153.47,1888.57,123.7,9978.5,27.7725,31209,18136
2021-06-10,6107.538,3162.5,1898.51,126.0,9890.0,27.99,31195,18283
2021-06-11,6095.497,3157.97,1877.53,127.0,10003.5,27.9175,31570,18227
2021-06-14,6080.384,3153.14,1866.18,125.55,9971.5,27.856,31651,18480
2021-06-15,6089.038,3174.87,1859.02,125.0,9569.5,27.6643,31463,17739
2021-06-16,6078.568,3139.57,1811.47,125.25,9667.0,26.9831,31215,17649
2021-06-17,6068.447,3138.31,1773.5,126.0,9315.5,25.9047,30600,17174
2021-06-18,6007.12,3144.16,1764.16,125.0,9145.5,25.7868,29862,17154
2021-06-21,5996.253,3117.87,1783.27,125.5,9180.0,25.9516,30079,17450
2021-06-22,6087.842,3109.2,1778.74,127.25,9301.0,25.7773,30399,17744
2021-06-23,6034.543,3118.62,1778.68,127.5,9482.5,25.8914,30400,18064
2021-06-24,6012.056,3119.62,1775.17,127.5,9419.0,25.947,30634,18407
2021-06-25,6022.399,3121.6,1781.44,127.7,9413.5,26.102,30774,18523
2021-06-28,5939.471,3126.88,1778.48,128.55,9388.0,26.1119,31152,18299
2021-06-29,5949.05,3089.49,1761.24,131.0,9334.5,25.7732,31354,18358
2021-06-30,5985.489,3130.46,1770.11,134.7,9374.5,26.1263,31255,18214
2021-07-01,6005.958,3124.19,1776.84,137.75,9322.0,26.034,31294,18105
2021-07-02,6023.008,3128.95,1787.3,139.25,9376.5,26.4715,31520,18342
2021-07-05,6005.609,3141.02,1791.77,143.4,9511.0,26.479,31665,18412
2021-07-06,6047.111,3190.59,1797.08,140.75,9312.0,26.159,31669,17994
2021-07-07,6044.037,3141.6,1803.63,139.55,9455.0,26.1404,31690,18310
2021-07-08,6039.896,3107.59,1802.83,142.25,9323.0,25.935,31685,18334
2021-07-09,6039.844,3131.4,1808.32,143.0,9519.5,26.1042,31680,18747
2021-07-12,6078.568,3147.14,1806.28,142.25,9409.0,26.202,32094,18679
2021-07-13,6012.032,3166.81,1807.76,144.6,9412.5,25.9876,32381,18778
2021-07-14,5979.215,3153.15,1827.53,144.5,9342.5,26.25,32661,18581
2021-07-15,6046.754,3139.98,1829.47,146.0,9486.5,26.343,33130,18768
2021-07-16,6072.51,3152.3,1812.05,148.1,9427.0,25.6641,33600,19070
2021-07-19,6017.394,3111.2,1812.64,150.0,9222.0,25.1761,33380,18462
2021-07-21,6029.976,3119.0,1803.66,149.75,9347.0,25.2612,33425,18580
